Date:	Tue, Nov 26, 2013		
126.499000	-441.196000		
126.999000	-441.238000		
127.499000	-441.592000		
127.999000	-441.073000		
128.499000	-440.838000		
128.999000	-441.044000		
129.499000	-440.713000		
129.999000	-440.614000		
130.499000	-440.319000		
130.999000	-440.303000		
131.499000	-440.417000		
131.999000	-440.505000		
132.499000	-440.722000		
132.999000	-441.148000		
133.499000	-441.096000		
133.999000	-441.075000		
134.499000	-441.020000		
134.999000	-441.327000		
135.499000	-441.338000		
135.999000	-441.174000		
136.499000	-441.186000		
136.999000	-441.360000		
137.499000	-441.193000		
137.999000	-441.145000		
138.499000	-441.436000		
138.999000	-441.387000		
139.499000	-441.103000		
139.999000	-441.265000		
140.499000	-441.207000		
140.999000	-441.157000		
141.499000	-441.053000		
141.999000	-441.409000		
142.499000	-441.219000		
142.999000	-441.262000		
143.499000	-441.635000		
143.999000	-441.541000		
144.499000	-441.440000		
144.999000	-441.262000		
145.499000	-441.470000		
145.999000	-441.057000		
146.499000	-441.204000		
146.999000	-441.351000		
147.499000	-441.385000		
147.999000	-441.301000		
148.499000	-441.494000		
148.999000	-441.768000		
149.499000	-441.700000		
149.999000	-441.796000		
150.499000	-442.023000		
150.999000	-441.523000		
151.499000	-441.335000		
151.999000	-441.490000		
152.499000	-441.453000		
152.999000	-441.806000		
